4/14/2019 1:47	The file contains frame by frame data of location for 3 tracked objects 													
The coordinate system is in Unity world coordinates.														
-------------------------------------------------														
FrameNumber	Timestamp	Target Number	TargetX	TargetY	TargetZ	HeadX	HeadY	HeadZ	HandX	HandY	HandZ	GazeX	GazeY	GazeZ
4755	53710.71	3	7.5	10	-6.2	7.001714	10.18404	-6.970953	7.21674	9.885616	-6.624766	7.49303	10.01195	-6.299038
4756	53722.27	3	7.5	10	-6.2	7.001962	10.18402	-6.970738	7.22132	9.886811	-6.622391	7.495245	10.01026	-6.299358
4757	53733.27	3	7.5	10	-6.2	7.00224	10.18403	-6.970515	7.225723	9.888079	-6.619745	7.495146	10.01019	-6.29936
4758	53744.22	3	7.5	10	-6.2	7.00253	10.18403	-6.970326	7.230096	9.889604	-6.616824	7.496022	10.00906	-6.299509
4759	53755.67	3	7.5	10	-6.2	7.002744	10.18406	-6.970041	7.234438	9.891304	-6.613644	7.496026	10.00896	-6.299518
4760	53766.73	3	7.5	10	-6.2	7.003106	10.18412	-6.969737	7.23889	9.893205	-6.609996	7.497052	10.00924	-6.299528
4761	53777.93	3	7.5	10	-6.2	7.003289	10.1841	-6.969343	7.243413	9.895401	-6.606298	7.497168	10.00915	-6.299539
4762	53789.09	3	7.5	10	-6.2	7.003541	10.18407	-6.96905	7.248043	9.897655	-6.601894	7.511584	10.01022	-6.2988
4763	53800.08	3	7.5	10	-6.2	7.00386	10.18414	-6.96875	7.252654	9.899926	-6.59729	7.511494	10.01007	-6.298825
4764	53811.32	3	7.5	10	-6.2	7.004168	10.18413	-6.96847	7.257443	9.902349	-6.592747	7.514077	10.01054	-6.29844
4765	53822.61	3	7.5	10	-6.2	7.004441	10.18421	-6.968026	7.262178	9.904725	-6.587323	7.514164	10.01035	-6.298449
4766	53834.07	3	7.5	10	-6.2	7.00481	10.1843	-6.967539	7.266929	9.907117	-6.581586	7.51395	10.01105	-6.298403
4767	53844.75	3	7.5	10	-6.2	7.005176	10.18439	-6.967172	7.27143	9.90958	-6.575588	7.513865	10.01087	-6.298435
4768	53856.04	3	7.5	10	-6.2	7.005548	10.18439	-6.966783	7.276143	9.912031	-6.569317	7.513203	10.01351	-6.298199
4769	53866.99	3	7.5	10	-6.2	7.005912	10.18455	-6.966385	7.280623	9.914742	-6.56291	7.513135	10.01327	-6.298241
4770	53878.43	3	7.5	10	-6.2	7.006241	10.18461	-6.965963	7.284903	9.917742	-6.556023	7.511577	10.01435	-6.298285
4771	53889.89	3	7.5	10	-6.2	7.006637	10.18469	-6.965496	7.288787	9.921053	-6.54892	7.511542	10.01415	-6.298317
4772	53900.71	3	7.5	10	-6.2	7.00709	10.18487	-6.964993	7.292687	9.924392	-6.542037	7.512418	10.01502	-6.298081
4773	53911.91	3	7.5	10	-6.2	7.007545	10.18503	-6.964417	7.296612	9.928133	-6.534931	7.512403	10.01473	-6.298127
4774	53923.02	3	7.5	10	-6.2	7.00803	10.18518	-6.963819	7.300501	9.931848	-6.527799	7.512446	10.01705	-6.297747
4775	53934.41	3	7.5	10	-6.2	7.008448	10.18544	-6.963116	7.304038	9.935976	-6.520586	7.512558	10.01662	-6.297805
4776	53946.17	3	7.5	10	-6.2	7.008922	10.18565	-6.962404	7.307574	9.940086	-6.512961	7.339179	10.03282	-6.533008
4777	53957.06	3	7.5	10	-6.2	7.009414	10.18585	-6.961604	7.310474	9.944117	-6.505637	7.334371	10.03579	-6.53765
4778	53968.73	3	7.5	10	-6.2	7.009955	10.186	-6.960822	7.313509	9.948169	-6.498302	7.334158	10.03861	-6.535639
4779	53979.72	3	7.5	10	-6.2	7.010425	10.18615	-6.959906	7.316193	9.952181	-6.490591	7.333864	10.04019	-6.534654
4780	53991.37	3	7.5	10	-6.2	7.010952	10.18626	-6.959107	7.318814	9.956192	-6.482906	7.335196	10.04222	-6.531194
4781	54002.54	3	7.5	10	-6.2	7.011516	10.18629	-6.958388	7.321563	9.960172	-6.475603	7.33595	10.04351	-6.52897
4782	54014.22	3	7.5	10	-6.2	7.012051	10.18626	-6.957727	7.324328	9.964062	-6.468154	7.337325	10.04531	-6.52499
4783	54025.31	3	7.5	10	-6.2	7.0126	10.18622	-6.957053	7.327437	9.968078	-6.460611	7.338997	10.0464	-6.521702
4784	54036.46	3	7.5	10	-6.2	7.013104	10.18621	-6.956429	7.33051	9.971972	-6.4534	7.338997	10.0464	-6.521702
4785	54048.05	3	7.5	10	-6.2	7.013575	10.1862	-6.955735	7.334155	9.976002	-6.446093	7.338997	10.0464	-6.521702
4786	54058.96	3	7.5	10	-6.2	7.013991	10.18619	-6.955112	7.337476	9.979874	-6.439327	7.338997	10.0464	-6.521702
4787	54070.7	3	7.5	10	-6.2	7.014431	10.18619	-6.954476	7.341186	9.983834	-6.432685	7.338997	10.0464	-6.521702
4788	54082.2	3	7.5	10	-6.2	7.014818	10.18618	-6.953818	7.34491	9.987579	-6.426078	7.338997	10.0464	-6.521702
4789	54092.84	3	7.5	10	-6.2	7.015315	10.18617	-6.953219	7.348412	9.990788	-6.420304	7.338997	10.0464	-6.521702
4790	54104.11	3	7.5	10	-6.2	7.015655	10.18608	-6.952602	7.351889	9.994096	-6.414522	7.338997	10.0464	-6.521702
4791	54115.27	3	7.5	10	-6.2	7.016022	10.18612	-6.952069	7.355155	9.996883	-6.40911	7.334958	10.05593	-6.48725
4792	54126.37	3	7.5	10	-6.2	7.016347	10.18618	-6.951453	7.357985	9.999149	-6.40439	7.337238	10.05629	-6.483793
4793	54137.36	3	7.5	10	-6.2	7.016622	10.1862	-6.950859	7.360573	10.00111	-6.399935	7.338926	10.05624	-6.480511
4794	54148.95	3	7.5	10	-6.2	7.016829	10.18619	-6.950317	7.362925	10.00275	-6.39572	7.341018	10.05637	-6.477238
4795	54159.86	3	7.5	10	-6.2	7.016897	10.18611	-6.949839	7.364861	10.00309	-6.39328	7.341834	10.05655	-6.474594
4796	54171.04	3	7.5	10	-6.2	7.01701	10.18613	-6.94932	7.366658	10.00356	-6.390443	7.343464	10.05638	-6.472129
4797	54182.01	3	7.5	10	-6.2	7.016994	10.18609	-6.948763	7.36834	10.00339	-6.388603	7.343519	10.05584	-6.470043
4798	54193.47	3	7.5	10	-6.2	7.016931	10.18601	-6.948307	7.370107	10.00256	-6.38738	7.344832	10.0553	-6.468495
4799	54204.54	3	7.5	10	-6.2	7.016793	10.18598	-6.947864	7.371551	10.00123	-6.386077	7.344997	10.05426	-6.466595
4800	54215.66	3	7.5	10	-6.2	7.016584	10.1859	-6.947363	7.372586	9.999482	-6.384954	7.346132	10.05338	-6.464927
4801	54226.79	3	7.5	10	-6.2	7.016238	10.18582	-6.946938	7.373367	9.997429	-6.384142	7.346281	10.05218	-6.463318
4802	54237.94	3	7.5	10	-6.2	7.015806	10.18568	-6.946579	7.372652	9.994758	-6.383853	7.346555	10.05105	-6.462276
4803	54249.13	3	7.5	10	-6.2	7.015217	10.18551	-6.946174	7.371225	9.992248	-6.384113	7.344745	10.04954	-6.461678
4804	54260.61	3	7.5	10	-6.2	7.014633	10.18529	-6.945875	7.369396	9.98983	-6.38491	7.344102	10.04865	-6.461726
4805	54271.66	3	7.5	10	-6.2	7.013952	10.18512	-6.945659	7.366459	9.987276	-6.386174	7.341238	10.04676	-6.4625
4806	54282.57	3	7.5	10	-6.2	7.01329	10.18489	-6.94563	7.362291	9.98523	-6.387773	7.339259	10.04617	-6.463638
4807	54294.09	3	7.5	10	-6.2	7.012503	10.18473	-6.9454	7.3585	9.982849	-6.390639	7.335293	10.04465	-6.465752
4808	54305.41	3	7.5	10	-6.2	7.011712	10.18453	-6.945198	7.355078	9.980698	-6.393412	7.333285	10.04412	-6.467587
4809	54316.06	3	7.5	10	-6.2	7.010818	10.18436	-6.945014	7.351286	9.978451	-6.396875	7.329049	10.0429	-6.470028
4810	54327.33	3	7.5	10	-6.2	7.009959	10.18424	-6.944767	7.346883	9.976456	-6.400558	7.326318	10.04258	-6.472697
4811	54338.5	3	7.5	10	-6.2	7.009007	10.18407	-6.944549	7.343155	9.974189	-6.404729	7.323814	10.04215	-6.475492
4812	54349.56	3	7.5	10	-6.2	7.008106	10.18386	-6.944367	7.339005	9.971439	-6.409097	7.321285	10.04151	-6.47821
4813	54361.2	3	7.5	10	-6.2	7.007113	10.18367	-6.944142	7.334402	9.968142	-6.414224	7.318558	10.04069	-6.481199
4814	54371.92	3	7.5	10	-6.2	7.006111	10.18348	-6.943886	7.329472	9.964852	-6.419799	7.315647	10.0399	-6.484425
4815	54382.98	3	7.5	10	-6.2	7.005088	10.18331	-6.943577	7.324343	9.961377	-6.425458	7.312819	10.039	-6.487441
4816	54394.34	3	7.5	10	-6.2	7.00411	10.18313	-6.943359	7.319193	9.95724	-6.431831	7.310217	10.0378	-6.4904
4817	54405.49	3	7.5	10	-6.2	7.003172	10.18293	-6.943218	7.3134	9.952921	-6.438131	7.289982	10.03816	-6.484893
4818	54416.8	3	7.5	10	-6.2	7.002338	10.18271	-6.943085	7.308087	9.948763	-6.444162	7.287722	10.03674	-6.487113
4819	54427.79	3	7.5	10	-6.2	7.001531	10.18255	-6.942973	7.30317	9.944366	-6.450339	7.281878	10.0352	-6.486338
4820	54439.32	3	7.5	10	-6.2	7.00093	10.18244	-6.942974	7.297988	9.939887	-6.456708	7.280537	10.03343	-6.487453
4821	54450.4	3	7.5	10	-6.2	7.000401	10.18222	-6.943043	7.2938	9.935638	-6.46201	7.276659	10.03155	-6.484526
4822	54461.71	3	7.5	10	-6.2	6.999964	10.18203	-6.94316	7.290217	9.931549	-6.467216	7.277167	10.0294	-6.483181
4823	54472.9	3	7.5	10	-6.2	6.999643	10.1819	-6.943372	7.287717	9.928129	-6.471117	7.276212	10.02722	-6.478155
4824	54483.73	3	7.5	10	-6.2	6.999449	10.18169	-6.943621	7.285742	9.925077	-6.474497	7.278791	10.02483	-6.473731
4825	54494.8	3	7.5	10	-6.2	6.999447	10.18148	-6.943947	7.284192	9.922327	-6.477456	7.279762	10.02169	-6.467109
4826	54506.31	3	7.5	10	-6.2	6.999334	10.18131	-6.944323	7.28421	9.920756	-6.478811	7.419969	10.0205	-6.256343
4827	54517.29	3	7.5	10	-6.2	6.999405	10.18108	-6.944861	7.284553	9.919553	-6.47949	7.283802	10.01759	-6.459784
4828	54528.5	3	7.5	10	-6.2	6.999529	10.18093	-6.945449	7.285491	9.918427	-6.47951	7.419252	10.01873	-6.255936
4829	54540.02	3	7.5	10	-6.2	6.999632	10.18084	-6.946126	7.28757	9.918856	-6.478916	7.419317	10.01869	-6.256042
4830	54550.96	3	7.5	10	-6.2	6.999776	10.18071	-6.946822	7.289783	9.919127	-6.477234	7.284508	10.01779	-6.46178
4831	54562.02	3	7.5	10	-6.2	7.000025	10.18065	-6.947543	7.292651	9.919674	-6.474431	7.27979	10.01879	-6.477675
4832	54573.66	3	7.5	10	-6.2	7.000402	10.18073	-6.948297	7.296105	9.920674	-6.471317	7.280742	10.01929	-6.477505
4833	54584.02	3	7.5	10	-6.2	7.00099	10.18085	-6.949119	7.299827	9.921741	-6.467516	7.28144	10.01901	-6.481685
4834	54595.64	3	7.5	10	-6.2	7.00169	10.18112	-6.949818	7.304548	9.92309	-6.463089	7.283618	10.01942	-6.479897
4835	54606.49	3	7.5	10	-6.2	7.002404	10.18152	-6.950511	7.308943	9.924694	-6.458489	7.288528	10.0203	-6.479529
4836	54618.17	3	7.5	10	-6.2	7.003238	10.18193	-6.951257	7.313942	9.926862	-6.453342	7.290785	10.02106	-6.477633
4837	54628.89	3	7.5	10	-6.2	7.004182	10.18242	-6.951765	7.319603	9.929228	-6.447769	7.293546	10.02182	-6.4751
4838	54641.34	3	7.5	10	-6.2	7.00505	10.18296	-6.952239	7.325582	9.932265	-6.441456	7.302529	10.0254	-6.469644
4839	54651.25	3	7.5	10	-6.2	7.006014	10.18341	-6.952674	7.330637	9.934725	-6.436351	7.304969	10.02623	-6.467453
4840	54662.59	3	7.5	10	-6.2	7.007036	10.18389	-6.953035	7.336265	9.937886	-6.430394	7.312231	10.02957	-6.462273
4841	54673.68	3	7.5	10	-6.2	7.00804	10.18444	-6.953455	7.341875	9.941491	-6.424341	7.314718	10.03088	-6.460005
4842	54684.77	3	7.5	10	-6.2	7.009045	10.18492	-6.953695	7.347465	9.944751	-6.418532	7.323342	10.03499	-6.454234
4843	54695.87	3	7.5	10	-6.2	7.00997	10.18541	-6.953875	7.352826	9.948091	-6.4128	7.325853	10.03615	-6.451766
4844	54707.14	3	7.5	10	-6.2	7.010902	10.18598	-6.953785	7.358163	9.951565	-6.407224	7.332643	10.04037	-6.445468
4845	54718.59	3	7.5	10	-6.2	7.011824	10.18644	-6.953731	7.363303	9.954573	-6.401686	7.33525	10.04135	-6.442707
4846	54729.32	3	7.5	10	-6.2	7.012678	10.18686	-6.953525	7.36787	9.957306	-6.396603	7.34059	10.04469	-6.436851
4847	54740.47	3	7.5	10	-6.2	7.013499	10.18724	-6.953286	7.371799	9.959719	-6.391686	7.342769	10.04544	-6.43421
4848	54751.8	3	7.5	10	-6.2	7.014248	10.18759	-6.953035	7.375211	9.961756	-6.387173	7.346141	10.04773	-6.429173
4849	54762.81	3	7.5	10	-6.2	7.014915	10.18785	-6.952788	7.378633	9.963671	-6.38295	7.348329	10.04881	-6.42576
4850	54774.41	3	7.5	10	-6.2	7.015503	10.18798	-6.95245	7.381163	9.964848	-6.379102	7.350089	10.04903	-6.423227
4851	54785.4	3	7.5	10	-6.2	7.016017	10.18815	-6.952121	7.383711	9.965848	-6.375771	7.350924	10.04867	-6.421218
4852	54796.58	3	7.5	10	-6.2	7.016433	10.18827	-6.95179	7.386063	9.966542	-6.372906	7.352572	10.04872	-6.419
4853	54807.66	3	7.5	10	-6.2	7.016774	10.18837	-6.951321	7.388226	9.96681	-6.369795	7.354143	10.04862	-6.416109
4854	54818.74	3	7.5	10	-6.2	7.017075	10.18852	-6.95084	7.390445	9.967179	-6.366774	7.355863	10.04853	-6.413535
4855	54830.09	-1	7.5	10	-6.2	7.017254	10.18867	-6.950364	7.392279	9.967097	-6.364275	7.356457	10.04833	-6.410294
4856	54841.6	-1	7.5	10	-6.2	7.017381	10.18876	-6.94975	7.393563	9.967072	-6.36189	7.357642	10.04813	-6.40814
4857	54852.2	-1	7.5	10	-6.2	7.017426	10.18881	-6.949201	7.394825	9.967033	-6.359714	7.357621	10.04753	-6.405926
4858	54863.51	-1	7.5	10	-6.2	7.017327	10.18885	-6.948715	7.395271	9.966858	-6.358456	7.35813	10.04737	-6.404706
4859	54874.8	-1	7.5	10	-6.2	7.017223	10.1889	-6.948112	7.39593	9.966836	-6.356988	7.358106	10.04706	-6.403183
4860	54885.95	-1	7.5	10	-6.2	7.017106	10.18891	-6.947556	7.39642	9.966547	-6.355412	7.358732	10.0468	-6.401657
4861	54896.99	-1	7.5	10	-6.2	7.01695	10.18891	-6.946952	7.396512	9.966053	-6.354109	7.359157	10.0465	-6.400295
4862	54908.35	-1	7.5	10	-6.2	7.016728	10.18892	-6.946316	7.395868	9.965908	-6.355217	7.358509	10.04657	-6.401028
4863	54919.3	-1	7.5	10	-6.2	7.016398	10.18892	-6.945608	7.394984	9.965607	-6.355249	7.358005	10.0465	-6.400958
4864	54931.37	-1	7.5	10	-6.2	7.015936	10.18884	-6.94496	7.393505	9.965296	-6.354121	7.357419	10.04634	-6.400261
4865	54941.92	-1	7.5	10	-6.2	7.015439	10.18867	-6.944241	7.391751	9.964888	-6.354644	14.84433	10.20689	4.75
4866	54952.99	-1	7.5	10	-6.2	7.014932	10.18848	-6.943669	7.390415	9.964524	-6.3543	14.88162	10.21506	4.75
4867	54966.38	-1	7.5	10	-6.2	7.014425	10.18808	-6.943219	7.38846	9.96413	-6.354023	14.80576	10.19601	4.749999
4868	54975.28	-1	7.5	10	-6.2	7.013866	10.18767	-6.942746	7.386541	9.963228	-6.354764	14.84228	10.21321	4.75
4869	54986.36	-1	7.5	10	-6.2	7.01323	10.18731	-6.94226	7.384289	9.962012	-6.355756	14.88249	10.22851	4.75
4870	54997.79	-1	7.5	10	-6.2	7.012609	10.18696	-6.941756	7.381465	9.960519	-6.356866	14.92274	10.24311	4.75
4871	55009	-1	7.5	10	-6.2	7.011945	10.18661	-6.941272	7.37805	9.958468	-6.358633	7.362045	10.03563	-6.420196
4872	55019.74	-1	7.5	10	-6.2	7.011185	10.18629	-6.940742	7.374917	9.95677	-6.360363	7.361563	10.03522	-6.420921
4873	55031.23	-1	7.5	10	-6.2	7.01037	10.18591	-6.940259	7.371407	9.955161	-6.362703	7.354915	10.0326	-6.42379
4874	55042.33	-1	7.5	10	-6.2	7.009508	10.18559	-6.939922	7.367467	9.95348	-6.365027	7.353889	10.03229	-6.42506
4875	55053.42	-1	7.5	10	-6.2	7.008446	10.18508	-6.93957	7.363698	9.952342	-6.367524	7.345846	10.02904	-6.429153
4876	55065.29	-1	7.5	10	-6.2	7.007405	10.18461	-6.93927	7.359589	9.951712	-6.370257	7.34427	10.02937	-6.43137
4877	55075.83	-1	7.5	10	-6.2	7.006104	10.18429	-6.938866	7.355273	9.951591	-6.373484	7.333673	10.02582	-6.43691
4878	55087.33	-1	7.5	10	-6.2	7.004533	10.18379	-6.938474	7.350204	9.95115	-6.376837	7.331602	10.0264	-6.440016
4879	55098.11	-1	7.5	10	-6.2	7.002747	10.18333	-6.938089	7.345017	9.950569	-6.380517	7.318253	10.02369	-6.443265
4880	55109.38	-1	7.5	10	-6.2	7.000774	10.1829	-6.93767	7.339421	9.950358	-6.384899	7.315616	10.02454	-6.447598
4881	55120.24	-1	7.5	10	-6.2	6.998741	10.18244	-6.937204	7.333453	9.949616	-6.388841	7.298501	10.02128	-6.449196
4882	55131.85	-1	7.5	10	-6.2	6.996502	10.18198	-6.936758	7.326962	9.948328	-6.393399	7.295709	10.0218	-6.453612
4883	55142.83	-1	7.5	10	-6.2	6.994077	10.18162	-6.936189	7.32044	9.946753	-6.397741	7.276795	10.0181	-6.452559
4884	55153.87	-1	7.5	10	-6.2	6.991549	10.18112	-6.93573	7.313955	9.944998	-6.402224	7.265509	10.01657	-6.452524
4885	55164.91	-1	7.5	10	-6.2	6.988919	10.18062	-6.935356	7.307224	9.94292	-6.406932	7.262723	10.01695	-6.457315
4886	55176.49	-1	7.5	10	-6.2	6.986026	10.18025	-6.934827	7.300329	9.940559	-6.411439	7.241765	10.01196	-6.449809
4887	55187.4	-1	7.5	10	-6.2	6.983294	10.17963	-6.934608	7.294408	9.938428	-6.416012	7.239371	10.01243	-6.454666
4888	55198.95	-1	7.5	10	-6.2	6.980437	10.17904	-6.934456	7.288154	9.936615	-6.420334	7.218544	10.00544	-6.440759
4889	55209.72	-1	7.5	10	-6.2	6.977639	10.17861	-6.934159	7.281677	9.93456	-6.424475	7.215672	10.00627	-6.446857
4890	55221.2	-1	7.5	10	-6.2	6.975026	10.17799	-6.934181	7.275653	9.932725	-6.428668	7.198528	9.995733	-6.419634
4891	55232.52	-1	7.5	10	-6.2	6.972381	10.17755	-6.934139	7.270096	9.930516	-6.432988	7.195669	9.997083	-6.427545
4892	55243.44	-1	7.5	10	-6.2	6.970046	10.17725	-6.934173	7.264376	9.928712	-6.437405	7.192659	9.998361	-6.435012
4893	55254.34	-1	7.5	10	-6.2	6.968026	10.17688	-6.934298	7.258774	9.926394	-6.441749	7.190051	9.999032	-6.440841
4894	55265.85	-1	7.5	10	-6.2	6.966405	10.17659	-6.934321	7.25289	9.924051	-6.445832	7.187284	9.999523	-6.446183
4895	55276.97	-1	7.5	10	-6.2	6.964837	10.17623	-6.934595	7.246971	9.921393	-6.450109	7.184768	9.999691	-6.450646
4896	55288.04	-1	7.5	10	-6.2	6.963354	10.17592	-6.934888	7.241586	9.918708	-6.454432	7.182734	9.999555	-6.454175
4897	55299.3	-1	7.5	10	-6.2	6.962121	10.17566	-6.935136	7.235957	9.915845	-6.45842	7.180704	9.999184	-6.457084
4898	55310.88	-1	7.5	10	-6.2	6.960806	10.17536	-6.935636	7.230278	9.912977	-6.462705	7.178869	9.998692	-6.459518
4899	55321.77	-1	7.5	10	-6.2	6.959618	10.17524	-6.935947	7.225391	9.910265	-6.466478	7.177593	9.997931	-6.460983
4900	55332.87	-1	7.5	10	-6.2	6.958892	10.17524	-6.936209	7.220439	9.907574	-6.47001	7.176357	9.996954	-6.461766
4901	55343.69	-1	7.5	10	-6.2	6.958278	10.17521	-6.93671	7.215646	9.904947	-6.473263	7.175485	9.995769	-6.461491
4902	55354.97	-1	7.5	10	-6.2	6.957778	10.17519	-6.936973	7.211204	9.902066	-6.47649	7.175603	9.993877	-6.45907
4903	55366.08	-1	7.5	10	-6.2	6.957537	10.17517	-6.937247	7.206661	9.899376	-6.479314	7.176661	9.991321	-6.453893
4904	55377.59	-1	7.5	10	-6.2	6.957229	10.17507	-6.93775	7.202316	9.896796	-6.482092	11.74999	6.949929	4.75
4905	55390.32	-1	7.5	10	-6.2	6.956812	10.17508	-6.938124	7.19793	9.894184	-6.484788	11.76001	6.953364	4.750001
4906	55399.81	-1	7.5	10	-6.2	6.956676	10.17516	-6.938526	7.194159	9.891846	-6.487067	11.75886	6.954627	4.749999
4907	55410.73	-1	7.5	10	-6.2	6.956448	10.17514	-6.93904	7.190515	9.889854	-6.489407	11.75949	6.960598	4.749999
4908	55422.19	-1	7.5	10	-6.2	6.956185	10.17522	-6.939327	7.187051	9.887686	-6.491531	9.336691	6.829731	4.75
4909	55433.23	-1	7.5	10	-6.2	6.956036	10.1753	-6.939645	7.183849	9.885937	-6.493089	9.339836	6.830219	4.75
4910	55444.39	-1	7.5	10	-6.2	6.955927	10.17537	-6.940021	7.180707	9.884476	-6.494498	9.459486	6.906577	4.75
4911	55455.31	-1	7.5	10	-6.2	6.955669	10.17551	-6.940223	7.177706	9.882977	-6.495986	9.467489	6.903606	4.749999
4912	55466.85	-1	7.5	10	-6.2	6.95538	10.17561	-6.940587	7.175185	9.882047	-6.497029	9.588449	6.977661	4.749999
4913	55478.06	-1	7.5	10	-6.2	6.955085	10.17567	-6.940885	7.17269	9.881029	-6.498008	9.596947	6.978293	4.749999
4914	55495.2	-1	7.5	10	-6.2	6.954762	10.17572	-6.941167	7.169309	9.879537	-6.499256	9.626079	6.967817	4.75
4915	55500.88	-1	7.5	10	-6.2	6.954373	10.17575	-6.941528	7.168179	9.879177	-6.499586	9.624221	6.962004	4.750001
4916	55507.29	-1	7.5	10	-6.2	6.954065	10.1758	-6.941794	7.166946	9.878732	-6.499997	9.633462	6.962787	4.75
4917	55518.86	-1	7.5	10	-6.2	6.953772	10.17586	-6.941983	7.164825	9.877995	-6.500773	9.642788	6.962485	4.75
4918	55529.77	-1	7.5	10	-6.2	6.953412	10.17592	-6.942294	7.163323	9.877393	-6.501395	9.576125	6.970359	4.75
4919	55541.08	-1	7.5	10	-6.2	6.953118	10.17603	-6.942507	7.16166	9.877206	-6.50178	9.528535	6.99206	4.75
4920	55552.61	-1	7.5	10	-6.2	6.952706	10.17614	-6.942595	7.16011	9.877096	-6.502071	9.543184	6.988938	4.75
4921	55563.16	-1	7.5	10	-6.2	6.952298	10.17624	-6.942846	7.158563	9.877239	-6.502032	9.492468	7.000733	4.75
4922	55574.25	-1	7.5	10	-6.2	6.951925	10.1763	-6.943012	7.157074	9.877351	-6.502047	9.505026	7.000069	4.75
4923	55585.63	-1	7.5	10	-6.2	6.951483	10.17641	-6.943019	7.155618	9.877399	-6.502105	9.432395	6.982718	4.75
4924	55596.91	-1	7.5	10	-6.2	6.951064	10.17648	-6.943225	7.154338	9.87752	-6.502057	9.446411	6.982157	4.75
4925	55607.86	-1	7.5	10	-6.2	6.950631	10.17651	-6.943312	7.152975	9.877715	-6.502053	9.418597	6.996242	4.75
4926	55618.94	-1	7.5	10	-6.2	6.950129	10.17663	-6.943251	7.151672	9.877816	-6.502034	9.437798	6.991136	4.75
4927	55630.33	-1	7.5	10	-6.2	6.949673	10.1767	-6.943335	7.15058	9.877892	-6.50188	9.415661	7.012031	4.75
4928	55641.38	-1	7.5	10	-6.2	6.949109	10.17672	-6.94321	7.149426	9.8779	-6.501558	9.437674	7.009879	4.749999
4929	55652.66	-1	7.5	10	-6.2	6.948602	10.17679	-6.943168	7.148365	9.877847	-6.501375	9.41976	7.043505	4.749999
4930	55663.83	-1	7.5	10	-6.2	6.94814	10.17684	-6.943181	7.147347	9.877752	-6.501064	9.436882	7.041932	4.75
4931	55674.94	-1	7.5	10	-6.2	6.947594	10.17686	-6.943059	7.146184	9.87758	-6.500766	9.408226	7.078223	4.750001
4932	55686.23	-1	7.5	10	-6.2	6.947023	10.17691	-6.942966	7.145179	9.877351	-6.500566	9.430237	7.075589	4.750001
4933	55697.39	-1	7.5	10	-6.2	6.94642	10.17692	-6.942974	7.144089	9.877145	-6.500443	9.387741	7.109426	4.75
4934	55708.74	-1	7.5	10	-6.2	6.945818	10.17692	-6.942902	7.14298	9.876883	-6.500153	9.410688	7.108608	4.75
4935	55719.51	-1	7.5	10	-6.2	6.945178	10.17694	-6.942774	7.142073	9.876589	-6.499958	9.383768	7.13086	4.75
4936	55730.56	-1	7.5	10	-6.2	6.944556	10.17696	-6.942673	7.14116	9.876415	-6.499678	9.407696	7.129308	4.75
4937	55742.04	-1	7.5	10	-6.2	6.943929	10.17697	-6.942526	7.140127	9.876208	-6.499358	9.343799	7.152782	4.75
4938	55753.21	-1	7.5	10	-6.2	6.943225	10.17706	-6.942261	7.139109	9.876025	-6.499023	9.372009	7.147032	4.749999
4939	55764.51	-1	7.5	10	-6.2	6.942645	10.17707	-6.942062	7.137995	9.875925	-6.498651	9.312748	7.181322	4.75
4940	55775.35	-1	7.5	10	-6.2	6.941968	10.17712	-6.941866	7.136924	9.875811	-6.498429	9.339352	7.17764	4.749999
4941	55786.5	-1	7.5	10	-6.2	6.941242	10.17715	-6.941618	7.135767	9.875648	-6.498209	9.253363	7.2082	4.75
4942	55797.84	-1	7.5	10	-6.2	6.940565	10.17713	-6.941425	7.134703	9.875441	-6.498096	9.279906	7.207045	4.75
4943	55809.08	-1	7.5	10	-6.2	6.939746	10.17707	-6.941159	7.133618	9.875269	-6.497875	9.198821	7.226141	4.75
4944	55820.1	-1	7.5	10	-6.2	6.938961	10.17701	-6.940893	7.132586	9.875049	-6.497719	9.229825	7.225727	4.75
4945	55831.24	-1	7.5	10	-6.2	6.938236	10.17698	-6.94064	7.131737	9.874758	-6.497521	9.113303	7.239802	4.75
4946	55842.53	-1	7.5	10	-6.2	6.937397	10.17695	-6.940273	7.130755	9.874486	-6.497228	9.146907	7.237714	4.750001
4947	55854.09	-1	7.5	10	-6.2	6.93659	10.17691	-6.939989	7.129825	9.874237	-6.496901	7.018236	9.999518	-6.2082
4948	55865.6	-1	7.5	10	-6.2	6.935842	10.17683	-6.939759	7.128908	9.873956	-6.496576	7.018782	9.999181	-6.206823
4949	55876.74	-1	7.5	10	-6.2	6.935155	10.17676	-6.939594	7.127898	9.873674	-6.496209	9.219023	6.998622	4.750001
4950	55887.92	-1	7.5	10	-6.2	6.934443	10.17667	-6.939342	7.126867	9.873433	-6.495875	9.246423	6.99913	4.749999
4951	55899.48	-1	7.5	10	-6.2	6.933766	10.17655	-6.939125	7.125934	9.87312	-6.495466	9.13035	6.986715	4.75
4952	55910.71	-1	7.5	10	-6.2	6.933123	10.17643	-6.938939	7.124949	9.872829	-6.495162	9.15473	6.989237	4.750001
4953	55922.37	-1	7.5	10	-6.2	6.932489	10.17635	-6.938733	7.124073	9.872486	-6.494843	7.017428	9.99466	-6.208231
4954	55933.57	-1	7.5	10	-6.2	6.931887	10.17628	-6.938532	7.12321	9.872288	-6.494525	7.017922	9.994268	-6.206779
